Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ATCM,2330,0W1,,,2,1,3,1,2,4,4,3,,,8,,,,1,"Nielsen, Christina R","Ayodabo, Sunday J",,,,
ATCM,2330,0W2,2,1,3,2,1,3,2,2,1,,3,2,6,,,,,"Nielsen, Christina R","Acton, Logan H",,,,
ATCM,2335,503,2,4,2,,,,,,1,,,,1,,,,,"Starzer, Kenneth W",,,,,
ATCM,2340,001,1,56,10,8,14,,2,2,,,2,,4,,,,,"Gooch, John C","Bhatia, Parul","Vo, Baotran N",,,
ATCM,2350,001,17,3,5,1,,,,,1,1,,,2,,,,,"Nair, Vinayak",,,,,
ATCM,2350,002,16,2,6,2,1,,,,,2,,,,,,,1,"Trosper, Elizabeth M","Yu, Yiding",,,,
ATCM,2350,003,10,5,3,1,1,1,3,,2,,,,1,,,,2,"Jones, Jazmine Q",,,,,
ATCM,2350,004,17,2,2,3,3,,1,,,,,,1,,,,,"Sweet, Kevin J",,,,,
ATCM,2355,001,3,4,3,1,1,3,2,,1,,1,,4,,,,6,"Marder, Amanda K",,,,,
ATCM,2360,0W1,19,3,4,3,2,4,,,1,,2,,2,,,,1,"Cox, Norman L",,,,,
ATCM,3301,001,,2,5,1,2,4,,,,,,,1,,,,,"Imaoka, Laura B","Whitlock, Kathryn",,,,
ATCM,3301,002,4,3,3,1,2,1,1,,1,,,,,,,,1,"Lee, Yueh-Jung",,,,,
ATCM,3301,003,5,3,3,1,1,3,,1,,,,,2,,,,,"Welwood, Samantha F",,,,,
ATCM,3301,004,,3,4,3,2,,1,,,,,,4,,,,1,"Heaslip, Audra","Rahman, Mohammad K",,,,
ATCM,3301,005,1,4,5,2,1,1,2,1,1,,,,,,,,,"Heaslip, Audra","Rahman, Mohammad K",,,,
ATCM,3301,006,4,5,5,1,1,1,,,,,,,3,,,,,"Heaslip, Audra",,,,,
ATCM,3301,007,1,3,4,2,1,1,1,,,,1,,2,,,,1,"Heaslip, Audra",,,,,
ATCM,3320,001,,1,5,2,5,4,3,2,1,,,,5,,,,1,"Valkanova, Dora R",,,,,
ATCM,3321,001,7,7,3,7,1,,,1,,1,,,2,,,,,"Ferreira de Souza, Leticia",,,,,
ATCM,3325,001,,4,3,9,3,2,1,3,,,2,,2,,,,,"Valkanova, Dora R",,,,,
ATCM,3336,001,2,9,5,2,2,3,,1,,,,,,,,,,"McKinney, Mark",,,,,
ATCM,3336,002,2,11,3,,6,,,1,,,,,,,,,1,"McKinney, Mark",,,,,
ATCM,3336,003,1,11,1,5,5,1,1,4,,,,,,,,,1,"McKinney, Mark",,,,,
ATCM,3337,501,6,9,2,3,1,1,,,,1,,2,2,,,,,"Booker, Jason",,,,,
ATCM,3337,0W1,4,18,4,1,2,1,,,,,,,,,,,,"Wood, Harold G",,,,,
ATCM,3337,0W3,4,16,4,1,2,1,,,,,,,,,,,,"Wood, Harold G",,,,,
ATCM,3340,001,8,8,4,2,4,1,1,,,,,,1,,,,,"Cox, Norman L",,,,,
ATCM,3340,002,10,6,6,,2,1,1,1,,,,,1,,,,,"Cox, Norman L",,,,,
ATCM,3340,003,16,1,5,2,1,2,,,,,,,1,,,,,"Cox, Norman L",,,,,
ATCM,3346,001,7,7,6,1,3,,,1,,,1,,2,,,,,"Marks, David",,,,,
ATCM,3350,001,15,11,,,,,,2,,,,,,,,,1,"Trosper, Elizabeth M",,,,,
ATCM,3350,501,2,6,4,,2,,,,,,1,,,,,,,"Kondas, Kyle S",,,,,
ATCM,3350,0W1,4,3,3,,2,,1,,,,,,,,,,,"Hewitt, Sharon A",,,,,
ATCM,3350,0W2,2,4,10,,2,1,2,1,,,,,,,,,,"Hewitt, Sharon A",,,,,
ATCM,3355,001,4,9,,3,2,,4,,,,,,1,,,,3,"Scott, Andrew F",,,,,
ATCM,3388,001,8,,2,2,,,,,,,,,,,,,,"Fraley, James M","Amartey, Belinda",,,,
ATCM,3388,003,1,7,8,1,4,3,,,,,,1,,,,,,"Fraley, James M","Hernandez, Luke A",,,,
ATCM,4319,001,,6,1,,,,,2,1,,,,,,,,,"Veras de Souza, Christine",,,,,
ATCM,4319,002,7,2,,,3,,,2,,,,,1,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ATCM,4319,003,5,,2,3,2,2,1,,,,1,,1,,,,1,"Salter, Monika M",,,,,
ATCM,4319,004,13,2,1,,,1,,,,,,,,,,,,"Ayres, Cameron M",,,,,
ATCM,4319,005,2,2,4,,2,2,1,,1,,1,,2,,,,6,"Gardner, Frederick",,,,,
ATCM,4326,001,9,5,3,,,1,,,1,,,,,,,,,"Fraley, James M",,,,,
ATCM,4330,001,,10,3,2,4,,,1,1,,,,1,,,,,"Burrough, Xtine L",,,,,
ATCM,4334,001,7,,,3,2,,,,,,,1,2,,,,1,"Rheams, David C",,,,,
ATCM,4337,0W1,6,18,2,3,,,,,,,,,,,,,,"Wood, Harold G",,,,,
ATCM,4337,0W2,9,10,3,2,2,,,1,,,,,,,,,,"Wood, Harold G",,,,,
ATCM,4345,001,1,8,,,,,,,,,,,,,1,,,"Terry, Dean D","Haws, Tyler",,,,
ATCM,4350,0W1,6,2,4,4,1,,,1,3,1,,1,1,,,,,"Hewitt, Sharon A",,,,,
ATCM,4350,0W2,6,1,5,2,2,1,,1,2,1,,,3,,,,1,"Hewitt, Sharon A",,,,,
ATCM,4364,501,3,9,4,1,1,1,,,,,,,,,,,,"McKinney, Mark",,,,,
ATCM,4384,0H1,,20,4,2,6,,1,2,,1,2,,1,,,,1,"Johnson, Janet L",,,,,
ATCM,4384,0H2,11,19,3,3,1,,,,,,,,1,,,,,"Sengupta, Karl",,,,,
ATCM,4384,0H3,10,18,8,4,2,,,,,,,,3,,,,,"Sengupta, Karl",,,,,
ATCM,4397,002,5,3,3,2,2,2,1,3,,,,1,2,,,,,"Caldwell, Bryon A",,,,,
ATCM,4397,0H1,6,8,4,3,1,,1,2,,,,,1,,,,,"Minnish, Roxanne W",,,,,
ATCM,4397,0H2,2,18,,,,,,,,,,,,,,,,"Terry, Dean D",,,,,
ATCM,6318,001,,8,,1,1,,,,,,,,,,,,,"Farrar, Eric T",,,,,
ATCM,6318,002,,4,2,1,1,,,1,,,,,1,,,,,"Johnson, Casey A",,,,,
ATCM,6349,001,,5,5,1,1,,1,,,,,,,,,,,"Chandler, Adam W",,,,,
AUD,6113,001,,,,,,,,,,,,,,,,,,"Cokely, Carol G",,,,,
AUD,6303,001,,11,1,2,1,,,1,,,,,,,,,,"Lobarinas, Edward",,,,,
AUD,6305,0H1,,8,5,,,,1,,,,,,1,,,,,"Jahn, Kelly N","Bhatarai, Prabuddha",,,,
AUD,6310,001,,8,6,,1,,,,,,,,,,,,,"Mosley, Cornetta","Woodford, Allison S",,,,
AUD,7253,001,,9,2,,3,,,,,,,,,,,,,"Griffiths, Scott K",,,,,
AUD,7280,009,,,,,,,,,,,,,,,,,,"Griffiths, Scott K",,,,,
AUD,7280,070,,,,,,,,,,,,,,,,,,"Clark, Jackie L",,,,,
AUD,7324,001,,9,3,1,1,,,,,,,,,,,,,"Warner-Czyz, Andrea D",,,,,
AUD,7327,001,,13,,,1,,,,,,,,,,,,,"Clark, Jackie L","Joshi, Swarali",,,,
AUD,7338,001,,2,7,2,,,,,,,,,,,,,,"Cokely, Carol G","Zang, Andie L",,,,
AUD,7352,001,,12,1,,,,,,,,,,,,,,,"Gohmert, Andrea K",,,,,
AUD,7V80,001,,,,,,,,,,,,,,,,,,"Mosley, Cornetta",,,,,
AUD,8V97,064,,,,,,,,,,,,,,,,,,"Cokely, Carol G",,,,,
BA,1310,001,6,6,8,12,6,5,,2,,,,,,,,,2,"Cheung, Hung Yui",,,,,
BA,1310,002,4,4,9,11,13,3,,1,,,,,,,,,1,"Cheung, Hung Yui",,,,,
BA,1310,501,1,4,5,1,16,4,6,6,1,,2,,1,,,,,"Zhao, Xiaodan",,,,,
BA,1320,001,4,5,6,8,5,6,5,4,1,,2,,,,,,1,"Blueshtein, Moran","Dalvi, Ankita Ashok","Nguyen, Nam H",,,
BA,1320,002,,7,12,5,19,2,2,1,,,,,,,,,,"Lewin, Peter","Nguyen, Trung B",,,,
BA,1320,501,,14,6,5,14,2,3,3,,,,,,,,,,"Lewin, Peter","Nguyen, Trung B",,,,
BA,3300,001,4,4,3,4,9,9,7,5,1,,2,,,,,,1,"Siegenthaler, Simon",,,,,
BA,3300,002,12,6,5,7,5,4,4,2,3,,,,,,,,,"Siegenthaler, Simon",,,,,
BA,3300,003,9,3,3,5,3,5,5,4,,2,1,,3,,,,2,"Siegenthaler, Simon",,,,,
BA,4090,001,,,,,,,,,,,,,,11,,,,"Henderson, Thomas C",,,,,
BA,4090,091,,,,,,,,,,,,,,21,,,,"Henderson, Thomas C",,,,,
BA,4090,092,,,,,,,,,,,,,,15,,,,"Gamino, John P","Dam, Van C",,,,
BA,4095,0W1,,,,,,,,,,,,,,137,,,,"Owens, Dawn M",,,,,
BA,4V90,003,,,,,,,,,,,,,,19,,,,"Henderson, Thomas C",,,,,
BA,4V90,093,,,,,,,,,,,,,,11,,,,"Henderson, Thomas C",,,,,
BBSU,1100,001,6,7,1,,2,,,,,,1,,1,,,,,"Villarreal, Mariaa A",,,,,
BBSU,1100,002,27,4,1,,2,,,1,1,,,1,,,,,,"Boynton, Catherine",,,,,
BBSU,1100,003,33,5,4,,1,2,,,,,,,,,,,,"Taylor, Ryan B",,,,,
BBSU,1100,004,24,2,2,1,3,1,,,,1,1,,,,,,,"Grimmer, Leslie A",,,,,
BBSU,1100,005,19,6,3,2,2,3,,1,1,,,,,,,,,"Berglund, Rachel B",,,,,
BBSU,1100,006,31,6,3,2,1,,,,,,,,1,,,,1,"Grimmer, Leslie A",,,,,
BBSU,1100,007,32,1,2,2,2,1,1,,,1,,,1,,,,,"Hamilton, Anna L",,,,,
BBSU,1100,008,35,,,1,,2,1,,,,1,,,,,,,"Boynton, Catherine",,,,,
BBSU,1100,009,23,5,7,1,1,,1,1,1,,,,,,,,,"Pierce, Corey E",,,,,
BBSU,1100,010,27,5,2,2,,,,,1,,,,1,,,,,"Pierce, Corey E",,,,,
BBSU,1100,0L1,17,8,1,,1,,1,2,,,1,,,,,,,"Camacho, Kristina S",,,,,
BBSU,1100,0L2,10,8,8,2,3,4,1,,1,,,,,,,,,"Camacho, Kristina S",,,,,
BCOM,1300,001,,3,10,4,7,5,3,2,2,,,,4,,,,,"Godbey, William",,,,,
BCOM,1300,002,4,6,11,5,3,5,1,2,2,,,2,3,,,,,"Stewart, Julie M","Ahmed, Safa B",,,,
BCOM,1300,003,2,9,11,3,8,4,1,1,,,,,1,,,,,"Stewart, Julie M","Ahmed, Safa B",,,,
BCOM,1300,004,,15,8,3,4,7,,1,,,,,2,,,,,"Stewart, Julie M","Ahmed, Safa B",,,,
BCOM,1300,005,5,7,9,7,4,3,,3,2,,,,,,,,,"Berardi, Caryn S",,,,,
BCOM,1300,007,2,4,17,8,5,4,,1,,2,,1,,,,,,"Harrison, Megan",,,,,
BCOM,1300,008,11,13,,5,4,2,2,,,,,,2,,,,1,"Ortiz, Robert R",,,,,
BCOM,1300,009,8,3,15,7,4,1,,2,,,,,,,,,,"McCrady, Victoria D","Elango, Neha",,,,
BCOM,1300,010,6,11,12,4,4,1,,,,,,,2,,,,,"Cordova, Denise","Tran, Bao G",,,,
BCOM,1300,011,4,11,10,6,2,3,1,2,,,,,1,,,,,"McCrady, Victoria D","Elango, Neha",,,,
BCOM,1300,012,5,4,8,4,3,3,1,1,2,,,,1,,,,,"McCrady, Victoria D","Elango, Neha",,,,
BCOM,1300,013,1,9,10,9,4,6,3,,,1,,,1,,,,,"Walton, Michaella",,,,,
BCOM,1300,014,,2,11,1,3,6,1,2,3,,3,,5,,,,1,"Godbey, William",,,,,
BCOM,1300,015,6,6,8,6,3,1,1,4,2,,,,2,,,,,"McCrady, Victoria D","Elango, Neha",,,,
BCOM,1300,016,1,12,6,3,6,2,1,3,1,,,,3,,,,1,"Cordova, Denise","Tran, Bao G",,,,
BCOM,1300,017,,3,14,9,4,5,2,1,2,,,,,,,,,"Postolos, Christine A",,,,,
BCOM,1300,018,,3,9,3,7,7,4,3,1,1,,1,1,,,,,"Herman, Emily L",,,,,
BCOM,1300,019,4,4,7,8,7,3,4,,1,,,,1,,,,1,"Pitchford, Bethany P","Elango, Neha",,,,
BCOM,1300,501,3,10,12,4,2,4,1,2,,1,2,,1,,,,1,"Ali, Shazia",,,,,
BCOM,1300,502,2,11,13,3,6,,2,,,,,,2,,,,,"Ali, Shazia",,,,,
BCOM,1300,503,,,4,5,5,8,3,2,2,2,1,1,6,,,,,"Pitchford, Bethany P","Elango, Neha",,,,
BCOM,1300,504,,1,2,2,1,1,1,2,,,,,1,,,,1,"Prudhomme-Coleman, Michelle",,,,,
BCOM,1300,0L1,14,16,,4,2,,1,,,,,,,,,,,"Ortiz, Robert R",,,,,
BCOM,1300,0L2,3,14,17,3,2,,,,,,,,,,,,,"Cordova, Denise","Tran, Bao G",,,,
BCOM,1300,0L3,3,10,2,1,2,1,,2,1,,,,1,,,,,"Cordova, Denise","Tran, Bao G",,,,
BCOM,3300,001,1,2,8,4,6,9,3,4,1,1,,,1,,,,,"Fry, Jennifer L",,,,,
BCOM,3300,002,9,18,6,1,1,1,,1,,,,,,,,,,"Jacobson Jordan, Tatia",,,,,
BCOM,3300,003,,1,7,5,8,5,,,1,1,,,1,,,,,"Pitchford, Bethany P","Elango, Neha",,,,
BCOM,3300,004,,6,8,14,5,2,,,,1,1,,1,,,,,"Watson, John M","Landolsi, Mohamed Adam",,,,
BCOM,3300,005,,9,4,14,8,2,,,2,,,,1,,,,,"Watson, John M","Landolsi, Mohamed Adam",,,,
BCOM,3300,006,2,9,7,9,7,3,,,,,,,1,,,,,"Watson, John M","Landolsi, Mohamed Adam",,,,
BCOM,3300,007,1,3,5,6,11,4,,1,1,,1,1,5,,,,1,"de los Santos, Veronica A",,,,,
BCOM,3300,008,,5,9,8,5,3,4,,4,,,,1,,,,,"Walton, Michaella",,,,,
BCOM,3300,009,2,10,13,11,,3,,,1,,,,,,,,,"Woods Bennett, Joy M",,,,,
BCOM,3300,010,1,6,6,5,3,8,1,2,3,,1,1,2,,,,,"Stewart, Julie M","Ahmed, Safa B",,,,
BCOM,3300,011,,7,10,12,3,2,1,2,,,,,1,,,,1,"Watson, John M","Landolsi, Mohamed Adam",,,,
BCOM,3300,012,,4,12,7,8,1,,,1,2,,,1,,,,,"Watson, John M","Landolsi, Mohamed Adam",,,,
BCOM,3300,014,13,2,2,,,,1,,,,,,1,,,,1,"Moore, Jason",,,,,
BCOM,3300,016,4,7,11,8,2,3,1,,1,,,,1,,,,,"Woods Bennett, Joy M",,,,,
BCOM,3300,017,3,18,10,1,,1,,1,3,,,,2,,,,,"Jacobson Jordan, Tatia",,,,,
BCOM,3300,018,2,1,4,7,3,7,2,1,5,1,1,1,4,,,,,"Herman, Emily L",,,,,
BCOM,3300,501,5,7,12,7,3,5,1,,,,,,,,,,,"Loyless, Lauren",,,,,
BCOM,3300,503,10,12,6,4,3,1,,1,,,,,,,1,,,"Loyless, Lauren",,,,,
BCOM,3300,504,,7,6,8,1,3,1,,,,1,,,,,,,"Cooper, Austin",,,,,
BCOM,3300,505,3,5,6,4,5,1,4,1,1,,,,2,,,,,"Horner, Kimberly D",,,,,
BCOM,4300,001,2,1,10,6,8,5,5,1,1,1,,,,,,,,"Siddiqui, Farah",,,,,
BCOM,4300,002,1,7,11,5,4,6,3,,2,,,,1,,,,,"Blockley, Caylin",,,,,
BCOM,4300,003,4,6,8,5,4,8,3,4,2,,,,,,,,1,"Moore, Sarah E","Jain, Twinkle R",,,,
BCOM,4300,004,6,7,7,6,5,7,1,,,,,,,,,,,"Moore, Sarah E","Jain, Twinkle R",,,,
BCOM,4300,005,1,5,8,10,3,5,4,2,2,,,,,,,,,"Moore, Sarah E","Jain, Twinkle R",,,,
BCOM,4300,006,2,5,4,5,10,5,5,4,,,,,,,,,,"Moore, Sarah E","Jain, Twinkle R",,,,
BCOM,4300,007,2,2,2,3,6,4,8,2,4,1,1,,1,,,,3,"Lookadoo, Kathryn","Ahmed, Safa B",,,,
BCOM,4300,008,,4,13,6,3,6,1,4,,1,,1,,,,,1,"Lookadoo, Kathryn","Ahmed, Safa B",,,,
BCOM,4300,009,,8,5,,15,4,2,3,2,,,1,,,,,,"Hornsby, Melanie",,,,,
BCOM,4300,010,3,3,4,6,7,6,4,3,3,,,,,,,,1,"Lookadoo, Kathryn","Ahmed, Safa B",,,,
BCOM,4300,011,1,6,6,4,7,5,5,2,1,,1,1,,,,,,"Lookadoo, Kathryn","Ahmed, Safa B",,,,
BCOM,4300,012,1,,8,9,5,9,3,,3,2,,,,,,,,"Fry, Jennifer L",,,,,
BCOM,4300,013,1,3,8,4,5,10,3,3,2,,,,,,,,,"Siddiqui, Farah",,,,,
BCOM,4300,014,,4,6,5,6,4,1,6,4,,,1,2,,,,,"Cordova, Denise","Tran, Bao G",,,,
BCOM,4300,015,2,1,4,5,4,9,4,1,4,2,,,1,,,,2,"Pitchford, Bethany P",,,,,
BCOM,4300,501,,,2,,1,6,6,4,4,5,1,4,1,,,,1,"Cox, Chauncey",,,,,
BCOM,4300,502,,3,2,1,18,1,,5,3,,1,,2,,1,,,"Hornsby, Melanie",,,,,
BCOM,4300,503,2,5,3,1,1,2,,3,,,1,1,,,,,,"Prudhomme-Coleman, Michelle",,,,,
BCOM,4300,504,3,1,2,4,7,4,11,3,,1,,,1,,,,,"Alvarez, Manolo",,,,,
BCOM,4300,505,2,,2,7,3,1,2,1,,1,,,4,,,,2,"Usera, Daniel",,,,,
BIOL,1318,001,,2,,,17,,,9,,,3,,4,,,,,"Maitra, Meenakshi",,,,,
BIOL,2111,501,100,54,19,28,20,5,7,6,4,1,1,1,,,,,,"Srikanth, Uma",,,,,
BIOL,2111,502,53,36,18,25,31,14,11,11,4,5,4,7,,,,,,"Srikanth, Uma",,,,,
BIOL,2111,503,43,33,24,13,4,5,4,2,,,,1,4,,,,,"Padmanabhan, Ramesh",,,,,
BIOL,2112,501,42,26,21,31,22,32,16,12,8,4,3,4,4,,,,1,"Wilson, Michelle M","Alemi, Parinazsadat","Elhawary, Ezzeldin N","Thomas, Nathaniel",,
BIOL,2281,301,3,8,,3,1,1,2,,1,,,,,,,,1,"Pickett, Elizabeth A","Mehta, Iti","Tien, Hsin-Jung",,,
BIOL,2281,302,,3,2,3,3,1,2,3,1,,1,,2,,,,1,"Lin, Wen J","Liu, Junyu",,,,
BIOL,2281,303,6,4,2,3,1,3,2,1,,,,,,,,,,"Pickett, Elizabeth A","Tien, Hsin-Jung",,,,
BIOL,2281,304,1,4,4,3,2,6,,,,,,,,,,,,"Lin, Wen J","Liu, Chengcheng",,,,
BIOL,2281,305,,2,2,1,1,1,1,2,,,1,,1,,,,,"Pickett, Elizabeth A",,,,,
BIOL,2281,306,1,8,4,3,1,1,,1,1,,,,,,,,,"Mehta, Iti","Basu, Ujjaini",,,,
BIOL,2281,307,,3,1,3,2,2,2,2,,1,,,,,,,1,"Huang, Yi","Liu, Junyu",,,,
BIOL,2281,308,1,8,4,1,3,,1,2,,,,,,,,,,"Mehta, Iti","Basu, Ujjaini",,,,
BIOL,2281,309,,1,4,1,4,,3,,,,1,1,1,,,,1,"Huang, Yi","Liu, Chengcheng",,,,
BIOL,2281,310,2,5,3,3,2,2,,,,1,,,,,,,,"Pickett, Elizabeth A","Briggs, Alyssa A",,,,
BIOL,2281,311,,5,1,4,,2,3,1,,,,,3,,,,,"Huang, Yi","Do, Hung P",,,,
BIOL,2281,312,,5,4,4,,3,1,1,,,,,1,,1,,,"Mehta, Iti","Khuwaja, Waris Muhammad",,,,
BIOL,2281,313,1,8,3,,1,2,1,,2,1,1,,,,,,,"Lin, Wen J","Do, Hung P",,,,
BIOL,2281,314,3,5,3,1,2,2,1,,,1,,,,,,,1,"Mehta, Iti","Khuwaja, Waris Muhammad",,,,
BIOL,2281,315,1,1,2,3,3,5,,,1,1,,,,,,,1,"Pickett, Elizabeth A","Easterwood, Shayne",,,,
BIOL,2281,316,1,8,1,3,2,1,,1,,,,,,,,,,"Lin, Wen J","Easterwood, Shayne",,,,
BIOL,2281,317,1,4,4,1,2,2,1,1,1,1,,,1,,,,,"Lin, Wen J","Briggs, Alyssa A",,,,
BIOL,2311,001,100,54,19,28,21,5,7,6,4,1,1,1,,,,,2,"Srikanth, Uma","Kwende, Sharon A","Maiti, Dibyo","Gomez, Jessica E","Camp, John M",
BIOL,2311,002,53,37,18,25,30,14,11,11,4,5,4,7,,,,,3,"Srikanth, Uma","Kwende, Sharon A","Maiti, Dibyo","Gomez, Jessica E","Camp, John M",
BIOL,2311,501,43,32,24,13,4,5,4,2,,,,1,4,,,,1,"Padmanabhan, Ramesh","Maity, Tuhina","Parupalli, Preethi",,,
BIOL,2312,001,42,26,21,31,22,32,16,12,8,4,3,4,4,,,,14,"Wilson, Michelle M","Alemi, Parinazsadat","Elhawary, Ezzeldin N","Thomas, Nathaniel",,
BIOL,3101,501,6,25,21,26,25,26,14,25,10,6,,2,,,,,2,"De Jong, Jeff L","Afolami, Olufemi Ifeoluwa","Salaudeen, Ibrahim O",,,
BIOL,3102,501,55,17,17,6,15,3,8,3,6,,,,,,,,,"Srikanth, Uma","Delk, Nikki A",,,,
BIOL,3102,502,12,9,8,6,6,5,4,3,2,3,1,,,,,,,"Sarcar, Subha","Patel, Umar J",,,,
BIOL,3161,001,3,4,2,13,7,4,1,1,,3,2,,2,,,,,"Gavva, Sandhya R","Sunga, Sean Alec Lois B","Chen, Qiwei",,,
BIOL,3161,002,,1,4,4,4,2,4,2,,1,1,,4,,,,,"Gavva, Sandhya R","Martil De La Garza, Mauricio G",,,,
BIOL,3161,003,1,3,4,8,6,4,3,2,3,,1,1,1,,,,,"Gavva, Sandhya R","Sunga, Sean Alec Lois B",,,,
BIOL,3161,004,1,9,5,2,5,6,5,4,1,,2,,,,,,,"Gavva, Sandhya R","Chen, Qiwei",,,,
BIOL,3161,005,1,3,2,1,1,1,,1,1,1,1,1,1,,,,,"Gavva, Sandhya R","Martil De La Garza, Mauricio G",,,,
BIOL,3161,501,33,28,33,12,20,14,11,18,9,6,12,,7,,,,2,"Jia, Lin","Boyd, Stefanie D","Akter, Zakia","Zhang, Bei","Zhabilov, Dannie",
BIOL,3161,502,43,61,44,15,25,12,6,14,6,4,6,,4,,1,,,"Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Zhang, Bei",,
BIOL,3162,501,,7,10,14,7,7,6,4,4,3,1,2,2,,,,,"Candas, Mehmet","De Jong, Jeff L","Arugonda, Ravali","Soladogun, Adedamola S",,
BIOL,3203,101,3,5,4,1,4,4,,,1,,,,,,,,,"Boyd, Stefanie D","Dalvi, Hrishikesh H","Wickramasinghe, Piumi B","Upreti, Chahat",,
BIOL,3203,102,,7,6,4,4,1,,,,,,,,,,,,"Mehta, Iti","Wickramasinghe, Piumi B","Dalvi, Hrishikesh H",,,
BIOL,3203,103,,10,10,2,1,3,,,,,,,,,,,,"Boyd, Stefanie D","Upreti, Chahat","Wickramasinghe, Piumi B",,,
BIOL,3203,104,23,,,,,,,,,,,,,,,,,"Palmer, Kelli L","Dhar, Roopal",,,,
BIOL,3301,001,6,25,21,26,25,26,14,25,10,6,,2,,,,,8,"De Jong, Jeff L",,,,,
BIOL,3302,001,56,17,17,6,15,3,8,3,6,,,,,,,,,"Delk, Nikki A","Srikanth, Uma","Maity, Subhajit","Yamauchi, Stephanie A",,
BIOL,3302,002,11,9,8,6,6,5,4,3,2,3,1,,,,,,,"Sarcar, Subha","Patel, Umar J",,,,
BIOL,3303,001,25,42,23,23,24,17,13,5,1,3,5,,1,,,,3,"DeNisco, Nicole J","Dillon, Nicholas","Shipman, Braden M","Bonde, Namrata Dinesh","Yaqub, Muneer O",
BIOL,3318,001,36,26,15,3,1,4,2,1,1,1,,,,,,,,"Henson, Uyen N",,,,,
BIOL,3320,001,3,,1,2,1,3,2,,,,,,,,,,,"Hajeri, Vinita","Reyes, Jasper Q","Mwansa, Charity",,,
BIOL,3320,002,1,4,2,1,2,,,,1,,3,,1,,,,,"Hajeri, Vinita","Reyes, Jasper Q","Mwansa, Charity",,,
BIOL,3325,001,29,15,7,2,,2,1,,1,,,,2,,,,,"Sarcar, Subha","Dao, Alex",,,,
BIOL,3335,001,14,29,1,10,23,2,5,15,1,,,,,,,,,"Reitzer, Lawrence J","Petter, Andrew T","Evers, Anna N",,,
BIOL,3357,001,,10,,,3,,,1,,,,,,,,,,"Wu, Zhuoru","Tiwari, Suman",,,,
BIOL,3361,001,5,18,16,22,21,15,12,10,5,4,5,4,8,,,,7,"Gavva, Sandhya R","Sunga, Sean Alec Lois B","Chen, Qiwei","Martil De La Garza, Mauricio G",,
BIOL,3361,002,29,27,31,9,17,13,10,17,7,6,10,,6,,,,16,"Boyd, Stefanie D","Jia, Lin","Zhabilov, Dannie","Zhang, Bei","Akter, Zakia",
BIOL,3361,501,40,56,43,13,20,12,7,13,5,4,6,,3,,1,,5,"Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Zhang, Bei",,
BIOL,3362,001,,7,10,11,7,7,6,4,4,3,1,2,1,,,,,"Candas, Mehmet","De Jong, Jeff L",,,,
BIOL,3370,001,5,3,4,,2,,1,1,,,,,,,,,,"Wu, Zhuoru","Tiwari, Suman",,,,
BIOL,3370,002,9,2,1,1,,1,1,,1,,,1,1,,,,,"Wu, Zhuoru",,,,,
BIOL,3380,301,,1,3,3,1,3,1,2,3,1,1,,1,,,,1,"Mazambani, Simbarashe","Rippel, Scott A","Pan, Jing","Falah, Rafah M",,
BIOL,3380,302,2,,4,1,1,2,3,2,,,,,1,,,,,"Rippel, Scott A","Zhi, Jiahe",,,,
BIOL,3380,303,,,1,,2,1,3,,3,1,,,2,,,,,"Rippel, Scott A","Berisha, Eranda",,,,
BIOL,3380,304,5,1,3,2,3,2,,1,2,1,,,1,,,,1,"Mazambani, Simbarashe","Pan, Jing","Rippel, Scott A","Zhi, Jiahe",,
BIOL,3380,305,1,,2,,1,2,2,1,3,1,2,1,1,,,,,"Mazambani, Simbarashe","Pan, Jing","Rippel, Scott A","Falah, Rafah M",,
BIOL,3380,307,1,,5,2,2,3,1,2,1,,,1,1,,,,3,"Pan, Jing","Liu, Yihan",,,,
BIOL,3380,308,1,,4,1,,3,,1,2,,1,,3,,,,3,"Pan, Jing","Berisha, Eranda",,,,
BIOL,3380,309,2,2,4,3,2,,,2,1,2,,,2,,,,,"Mazambani, Simbarashe","Pan, Jing","Rippel, Scott A","Shi, Zhan",,
BIOL,3380,310,1,1,2,5,4,4,,2,,,,2,1,,,,,"Pan, Jing","Liu, Yihan",,,,
BIOL,3385,001,,10,2,2,3,,,3,1,,7,,2,,,,,"Murchison, David F",,,,,
BIOL,3388,001,2,4,1,6,2,6,1,2,,,,,3,,,,2,"Rippel, Scott A",,,,,
BIOL,3455,301,,,3,5,3,2,3,5,1,2,4,1,3,,,,3,"Maitra, Meenakshi","Ramirez, Ruben D","Hisam, Fatima",,,
BIOL,3455,302,1,3,1,2,4,4,2,1,3,1,3,,6,,,,4,"Padmanabhan, Ramesh","Ramirez, Ruben D",,,,
BIOL,3455,303,3,5,2,6,2,5,2,3,1,1,2,,2,,1,,1,"Wu, Zhuoru","Ramirez, Ruben D","Gong, Hanling","Deese, Alexander R",,
